seedling_tag,block_id_plot_id,cohort,quadrant,date,tree_sp,status,environment,microsite,diameter_mm,height_cm,ground_bare,ground_ash,ground_litt,ground_rock,ground_basal,ground_wood,ground_other,ground_total,cover_tree,cover_shrub,cover_forb,cover_gram,cover_fern,cover_lupin,shrub_1_cover,shrub_2_cover,shrub_3_cover,shrub_4_cover,shrub_2m_cover,cover_total,shrub_1_sp,shrub_2_sp,shrub_3_sp,shrub_4_sp,shrub_2m_sp,notes,qaqc_done,qaqc_notes,order,paper,collection,square_number,tree_species,qaqc,live_status_spring2024,newgrowth_mm,duplicate,recorder,live_status_spring2024_dnf_did_not_find,new_growth_cm,genetics,dup_id
4961,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PILA,Dead,Overtopped,0,1.9,15.7,10,0,90,0,0.01,0,0,100,0,90,0,0,0,0,90,10,0,0,80,90,CEIN,COCO,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4821,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,4.3,20,10,0,80,0,10,0,0,100,0,95,0,0,0,0,90,5,0,0,80,95,CEIN,COCO,NONE,NONE,CEIN,broken top,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4940,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,4.9,25,15,0,80,0,5,0,0.01,100,0,80,0,0,0,0,80,0,0,0,60,80,CECO,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4943,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,5,31.7,25,0,75,0.01,0.01,0,0,100,0,10,0,0,0,0,10,0,0,0,35,10,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4998,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,4.7,23,40,0,60,0,0.01,0,0,100,0,0.01,0,0,0,0,0.01,0,0,0,60,1,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5100,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,4.8,29.8,65,0,35,0,0.01,0,0,100,0,0.01,0,0,0,0,0.01,0,0,0,60,1,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4948,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PILA,Dead,Open,0,3,16,90,0,10,0,0.01,0,0,100,0,0.01,0,0,0,0,0.01,0,0,0,60,1,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4811,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,4.2,26,95,0,5,0,0.01,0,0,100,0,0.01,0,0,0,0,0.01,0,0,0,45,1,CEIN,NONE,NONE,NONE,CEIN,"TAG FOUND LOOSE, MEASURED PRESUMED TREE",FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4947,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,4.1,19.8,70,0,30,0.01,0.01,0,0,100,0,0.01,0.01,0.01,0,0,5,0,0,0,35,5,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4907,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,3.7,23.3,65,0,35,0,0.01,0,0,100,0,5,0,0,0,0,5,0,0,0,40,5,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4939,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIPOJE,Live,Open,0,3.1,17.4,95,0,5,0,0.01,0.01,0,100,0,5,0.01,0,0,0,5,0,0,0,60,5,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4828,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,4.1,26.8,5,0,90,0,5,0,0,100,0,85,0,0,0,0,85,0,0,0,65,5,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,6.1,30.5,5,0,95,0,0.01,0,0,100,0,10,0,0,0,0,10,0,0,0,75,10,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4815,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIPO,Dead,Overtopped,0,2.9,20.5,10,0,90,0,0.01,0,0,100,0,10,0,0,0,0,10,0,0,0,70,10,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4807,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,3.9,22.4,55,0,35,0,0.01,10,0,100,0,10,0.01,0,0,0,10,0,0,0,45,10,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4808,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Open,0,4.7,33.3,70,0.01,30,0,0.01,0,0.01,100,0,10,0,0,0,0,10,0,0,0,65,10,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4854,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Open,0,4.4,25.2,80,0,20,0,0.01,0,0.01,100,0,15,0.01,0,0,0,15,0,0,0,40,15,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4974,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,4.2,22,90,0,10,0,0.01,0,0,100,0.01,0.01,0,0,20,0,0.01,0,0,0,30,20,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5506,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,3.6,26.5,35,5,60,0,0.01,0,0,100,0.01,0.01,0,0,20,0,0.01,0,0,0,15,20,CEIN,NONE,NONE,NONE,CEIN,PLUG FOUND RIPPED OUT ON GROUND,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4891,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIPO,Live,Open,0,2.2,15,70,0,20,10,0.01,0.01,0,100,0,20,5,0,0,0,20,0,0,0,25,25,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4893,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIJE,Live,Overtopped,0,2.8,13.5,45,0,50,0,5,0,0,100,0.01,45,5,0,0,0,45,0,0,0,35,45,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5182,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,6.4,35,10,0,90,0,0.01,0,0,100,0,45,0,0,0,0,45,0,0,0,85,45,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4938,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,4.2,22.5,5,0,90,0,5,0,0,100,0,75,0,0,0,0,75,0,0,0,65,75,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4838,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,3.1,24.4,10,0,85,0,5,0,0,100,0,75,0.01,0,0,0,75,0,0,0,60,75,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4835,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIJE,Live,Overtopped,0,2,14.2,10,0,85,0,5,0,0,100,0,90,5,0,0,0,90,0,0,0,25,90,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4802,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PILA,Live,Overtopped,0,3.1,22.1,20,0,75,0,5,0,0,100,0,90,5,0,0,0,90,0,0,0,15,90,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4818,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,5,32.6,0.01,0,100,0,0.01,0,0,100,0,95,0,0,0,0,95,0,0,0,75,95,CEIN,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4946,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Clump (open),0,4.7,30.3,80,0.01,20,0,0.01,0,0,100,0.01,0,0,0,0,0,0,0,0,0,35,1,NONE,NONE,NONE,NONE,CEIN,VERY SAD,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5128,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Clump (open),0,5.1,31.6,90,0,10,0,0.01,0,0,100,0.01,0,5,0,0,0,0,0,0,0,10,5,NONE,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5132,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PILA,Dead,Open,0,2.9,14.3,90,0.01,10,0,0.01,0,0,100,0,0,5,0,0,0,0,0,0,0,10,5,NONE,NONE,NONE,NONE,CEIN,y stem,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4832,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Open,0,4.3,24.5,90,0,10,0.01,0.01,0,0,100,0,0,5,0,0,0,0,0,0,0,10,5,NONE,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4801,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,4.3,23.7,70,0,30,0,0.01,0,0.01,100,0,0,5,0,0,0,0,0,0,0,10,5,NONE,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4557,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Clump (open),0,5.2,36.9,85,0,10,5,0.01,0,0.01,100,0,0,5,0,0,0,0,0,0,0,20,5,NONE,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5478,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Open,0,5.2,25.2,80,0,20,0.01,0.01,0,0,100,0,0,5,0,0,0,0,0,0,0,15,5,NONE,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4976,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,3.8,21.2,80,0,15,0,0.01,5,0,100,0.01,0,0.01,0,20,0,0,0,0,0,30,20,NONE,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4836,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Clump (open),0,4.6,30,95,0,5,0,0.01,0,0,100,0.01,0.01,5,0,0,0,0.01,0,0,0,20,5,ROBR,NONE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4804,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,4,21.8,35,0,60,0,0.01,5,0,100,0,5,5,0,0,0,5,0.01,0,0,45,10,CEIN,ROBR,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4910,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,4.8,30,75,0,25,0,0.01,0,0,100,0.01,10,0,0,0,0,5,5,0,0,45,10,CEIN,ROBR,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4830,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,3.8,21.7,40,0,60,0,0.01,0,0,100,0,30,5,0,0,0,10,20,0,0,45,30,CEIN,ROBR,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5133,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,3.4,23.4,15,0,85,0,0.01,0,0.01,100,0,60,0.01,0,0,0,60,0.01,0,0,25,60,CEIN,ROBR,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4820,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,4.2,24.5,0.01,0,85,0,0.01,15,0,100,0,80,0,0,0,0,80,10,0,0,40,80,CEIN,ROBR,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4999,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIPO,Dead,Open,0,2.3,10.3,85,0,15,0,0.01,0,0,100,0,5,0,0,0,0,2,3,0,0,50,5,RULE,ROBR,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4917,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,4,25.5,60,0,30,5,5,0.01,0,100,0.01,35,10,0,0,0,25,10,0,0,35,35,CEIN,RULE,NONE,NONE,CEIN,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4861,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,3.4,26,20,0,70,5,5,0,0,100,0,90,0,0,0,0,75,80,0,0,45,90,CEPA,CEIN,NONE,NONE,CEPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4869,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,4.5,27.6,90,0,10,0,0.01,0.01,0,100,0.01,15,5,0.01,0,0,10,5,0,0,40,15,CEIN,CEPA,NONE,NONE,CEPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4905,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,3.8,29,70,0,25,0,0.01,5,0,100,0,65,0,0,0,0,30,35,0,0,45,65,CEIN,COCO,NONE,NONE,COCO,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4841,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,4.1,27,15,0,80,5,0.01,0,0,100,0,10,10,0,0,0,10,0.01,0,0,65,20,RULE,CEIN,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4933,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,3.7,19.4,75,0,25,0,0.01,0,0,100,0,30,5,0,0,0,20,15,0,0,80,35,RULE,CEIN,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4932,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,4.1,11.8,30,0,65,0,5,0.01,0,100,0,60,0,0,0,0,50,20,0,0,80,60,RULE,CEIN,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4935,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,5.4,27.2,35,0.01,60,0,5,0,0,100,0,70,5,0,0,0,50,20,0,0,85,70,RULE,CEIN,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4934,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIPO,Dead,Overtopped,0,2.2,10.5,10,0,85,0,5,0,0,100,0,75,5,0,0,0,40,55,0,0,70,75,RULE,CEIN,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4936,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,3.2,15,15,0,80,0,5,0.01,0.01,100,0,75,5,0,0,0,55,65,0,0,70,75,RULE,CEIN,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4915,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,1.8,21.2,40,0,60,0.01,0.01,0,0.01,100,0,75,5,0,0,0,70,5,0,0,75,75,RULE,CEIN,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4980,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,4.7,20,15,0,85,0,0.01,0,0,100,0,85,0,0,0,0,25,60,0,0,95,85,RULE,COCO,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5129,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,4.3,30.6,90,0,10,0,0.01,0,0,100,0,0.01,10,0,0,0,0.01,0,0,0,20,10,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4991,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,3.9,23.3,80,0,15,5,0.01,0.01,0,100,0,15,0,0,0,0,15,0,0,0,80,15,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5134,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,3.9,20,80,5,15,0,0.01,0,0.01,100,0,20,0.01,0,0,0,20,0,0,0,30,20,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4198,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PILA,Dead,Open,0,2.3,15.5,60,0,15,0,0.01,25,0,100,5,35,5,0,0,0,35,0,0,0,80,40,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4825,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,4.6,18.2,25,0,70,0,0.01,5,0,100,0,50,0,0,0,0,59,0,0,0,65,50,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4950,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIPO,Live,Open,0,2.9,11.4,75,0,20,5,0.01,0.01,0,100,0,60,5,0,0,0,60,0,0,0,80,60,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4984,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PILA,Dead,Open,0,2.1,14.4,15,0,70,0,0.01,15,0,100,0,65,0,0,0,0,65,0,0,0,95,65,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4981,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIPO,Dead,Open,0,2.6,11,5,0,95,0,0.01,0,0,100,0,70,0,0,0,0,70,0,0,0,70,70,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4868,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIJE,Dead,Overtopped,0,2.4,13.7,20,0,20,0,0.01,60,0,100,0,70,0,0,0,0,70,0,0,0,85,70,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4924,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIPO,Dead,Overtopped,0,2.3,11.4,10,0,90,0,0.01,0,0,100,0,80,0.01,0,0,0,80,0,0,0,70,80,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4852,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,4,25,5,0,85,10,0.01,0.01,0,100,0,80,0,0,0,0,80,0,0,0,75,80,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4929,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PILA,Dead,Overtopped,0,2.6,19.5,20,0,75,0,0.01,5,0,100,0,85,0,0,0,0,85,0,0,0,85,85,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4997,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,PIJE,Dead,Open,0,2,12.8,0,0,100,0,0.01,0,0,100,0,95,0,0,0,0,95,0,0,0,95,95,RULE,NONE,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4923,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,4.1,21.7,65,0,25,0,0.01,5,5,100,0,30,5,0,0,0,30,5,0,0,60,35,RULE,ROBR,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4845,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Clump (open),0,4.3,16.5,5,0,95,0,0.01,0,0,100,0,25,5,0,0,0,15,10,0,0,60,30,CEIN,RULE,NONE,NONE,RULE,counting pebbles as litt,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,2.3,23,70,0,25,0,5,0,0,100,0,60,0,0,0,0,50,20,0,0,60,60,RULE,RUPA,NONE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4928,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Overtopped,0,5,22,75,0,25,0,0.01,0.01,0,100,0,35,10,0,0,0,5,5,25,0,25,45,RULE,ROBR,RIRO,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4817,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Open,0,3.4,28.2,55,0,35,5,5,0,0,100,0,15,0,0,0,0,10,5,5,0,70,15,CEPA,RIRO,RULE,NONE,RULE,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4952,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Open,0,4.5,23.2,90,0,10,0,0.01,0,0,100,0,10,0.01,0,0,0,10,0.01,0.01,0,80,10,RULE,ROBR,CEIN,NONE,RUPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5473,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Live,Open,0,4,25,95,0,5,0,0.01,0,0,100,0,35,0,0,0,0,10,25,0,0,50,35,RUPA,CEIN,NONE,NONE,RUPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4965,REMO-EXP-E3NL,2023,NA,2024-10-11T00:00:00Z,SEGI,Dead,Clump (open),0,4.4,26.7,70,0,25,0,0.01,5,0,100,0,0.01,0,0,0,0,0.01,0,0,0,55,1,CEIN,NONE,NONE,NONE,RUPA,NA,FALSE,NA,NA,NA,fall2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
